Time	Ref_Input	Salida_Planta	HOSM_z0	HOSM_z1	HOSM_z2	HOSM_z3
4.41600	1.70800	0.37662	0.31491	5.20114	13.77373	16.37626
4.42000	1.71000	0.37798	0.33657	5.25883	13.84788	16.42291
4.42400	1.71200	0.37935	0.35827	5.31638	13.92139	16.46957
4.42800	1.71400	0.38071	0.37998	5.37364	13.99388	16.51622
4.43200	1.71600	0.38208	0.40161	5.43001	14.06280	16.56288
4.43600	1.71800	0.38344	0.42313	5.48501	14.12256	16.51622
4.44000	1.72000	0.38481	0.44465	5.53965	14.18089	16.46957
4.44400	1.72200	0.38617	0.46619	5.59408	14.23819	16.42291
4.44800	1.72400	0.38754	0.48777	5.64836	14.29466	16.37626
4.45200	1.72600	0.38890	0.50941	5.70252	14.35040	16.32960
4.45600	1.72800	0.39027	0.53110	5.75661	14.40550	16.28294
4.46000	1.73000	0.39164	0.55286	5.81064	14.46001	16.23629
4.46400	1.73200	0.39300	0.57468	5.86462	14.51397	16.18963
4.46800	1.73400	0.39437	0.59658	5.91857	14.56740	16.14298
4.47200	1.73600	0.39574	0.61856	5.97251	14.62035	16.09632
4.47600	1.73800	0.39711	0.64061	6.02643	14.67282	16.04966
4.48000	1.74000	0.39847	0.66275	6.08035	14.72483	16.00301
4.48400	1.74200	0.39984	0.68497	6.13427	14.77641	15.95635
4.48800	1.74400	0.40121	0.70727	6.18821	14.82756	15.90970
4.49200	1.74600	0.40258	0.72966	6.24215	14.87830	15.86304
4.49600	1.74800	0.40395	0.75215	6.29611	14.92864	15.81638
4.50000	1.75000	0.40531	0.77472	6.35010	14.97858	15.76973
4.50400	1.75200	0.40668	0.79739	6.40410	15.02814	15.72307
4.50800	1.75400	0.40805	0.82015	6.45813	15.07732	15.67642
4.51200	1.75600	0.40942	0.84300	6.51220	15.12613	15.62976
4.51600	1.75800	0.41079	0.86596	6.56629	15.17458	15.58310
4.52000	1.76000	0.41216	0.88900	6.62041	15.22266	15.53645
4.52400	1.76200	0.41353	0.91215	6.67457	15.27040	15.48979
4.52800	1.76400	0.41490	0.93540	6.72877	15.31778	15.44314
4.53200	1.76600	0.41627	0.95875	6.78300	15.36483	15.39648
4.53600	1.76800	0.41764	0.98219	6.83727	15.41153	15.34982
4.54000	1.77000	0.41901	1.00574	6.89158	15.45789	15.30317
4.54400	1.77200	0.42038	1.02940	6.94593	15.50393	15.25651
