Time	Ref_Input	Salida_Planta	HOSM_z0	HOSM_z1	HOSM_z2	HOSM_z3
2.82000	0.31608	0.61432	-1.76706	-2.39291	1.52939	7.83821
2.82400	0.31228	0.61672	-1.76507	-2.37141	1.58229	7.88486
2.82800	0.30848	0.61912	-1.76300	-2.34970	1.63537	7.93152
2.83200	0.30467	0.62150	-1.76083	-2.32777	1.68864	7.97818
2.83600	0.30086	0.62388	-1.75858	-2.30563	1.74210	8.02483
2.84000	0.29704	0.62624	-1.75624	-2.28327	1.79575	8.07149
2.84400	0.29322	0.62860	-1.75381	-2.26070	1.84958	8.11814
2.84800	0.28939	0.63095	-1.75129	-2.23791	1.90360	8.16480
2.85200	0.28556	0.63329	-1.74867	-2.21491	1.95780	8.21146
2.85600	0.28173	0.63563	-1.74597	-2.19169	2.01220	8.25811
2.86000	0.27789	0.63795	-1.74317	-2.16825	2.06677	8.30477
2.86400	0.27404	0.64027	-1.74028	-2.14460	2.12153	8.35142
2.86800	0.27019	0.64257	-1.73730	-2.12073	2.17648	8.39808
2.87200	0.26634	0.64487	-1.73423	-2.09664	2.23162	8.44474
2.87600	0.26248	0.64716	-1.73106	-2.07233	2.28693	8.49139
2.88000	0.25862	0.64944	-1.72779	-2.04780	2.34244	8.53805
2.88400	0.25475	0.65171	-1.72443	-2.02306	2.39812	8.58470
2.88800	0.25088	0.65397	-1.72098	-1.99809	2.45399	8.63136
2.89200	0.24701	0.65622	-1.71743	-1.97291	2.51005	8.67802
2.89600	0.24313	0.65847	-1.71378	-1.94750	2.56629	8.72467
2.90000	0.23925	0.66070	-1.71004	-1.92187	2.62271	8.77133
2.90400	0.23536	0.66293	-1.70620	-1.89603	2.67931	8.81798
2.90800	0.23147	0.66514	-1.70226	-1.86996	2.73610	8.86464
2.91200	0.22758	0.66735	-1.69822	-1.84367	2.79307	8.91130
2.91600	0.22368	0.66955	-1.69408	-1.81715	2.85023	8.95795
2.92000	0.21978	0.67174	-1.68985	-1.79042	2.90756	9.00461
2.92400	0.21588	0.67392	-1.68551	-1.76346	2.96508	9.05126
2.92800	0.21197	0.67608	-1.68108	-1.73628	3.02278	9.09792
2.93200	0.20806	0.67824	-1.67654	-1.70887	3.08066	9.14458
2.93600	0.20415	0.68039	-1.67190	-1.68124	3.13872	9.19123
2.94000	0.20023	0.68253	-1.66716	-1.65338	3.19696	9.23789
2.94400	0.19631	0.68466	-1.66232	-1.62530	3.25539	9.28454
2.94800	0.19239	0.68679	-1.65737	-1.59700	3.31399	9.33120
2.95200	0.18846	0.68890	-1.65232	-1.56847	3.37278	9.37786
2.95600	0.18453	0.69100	-1.64717	-1.53971	3.43174	9.42451
2.96000	0.18060	0.69309	-1.64191	-1.51072	3.49088	9.47117
2.96400	0.17666	0.69517	-1.63655	-1.48151	3.55021	9.51782
2.96800	0.17272	0.69724	-1.63108	-1.45208	3.60971	9.56448
2.97200	0.16878	0.69930	-1.62551	-1.42241	3.66939	9.61114
2.97600	0.16484	0.70136	-1.61983	-1.39252	3.72925	9.65779
2.98000	0.16089	0.70340	-1.61404	-1.36240	3.78929	9.70445
2.98400	0.15694	0.70543	-1.60815	-1.33205	3.84950	9.75110
2.98800	0.15299	0.70745	-1.60214	-1.30147	3.90989	9.79776
2.99200	0.14904	0.70946	-1.59604	-1.27067	3.97047	9.84442
2.99600	0.14508	0.71146	-1.58982	-1.23963	4.03121	9.89107
3.00000	0.14112	0.71345	-1.58349	-1.20837	4.09214	9.93773
3.00400	0.13716	0.71543	-1.57705	-1.17687	4.15324	9.98438
3.00800	0.13320	0.71740	-1.57050	-1.14515	4.21452	10.03104
3.01200	0.12923	0.71936	-1.56385	-1.11319	4.27597	10.07770
3.01600	0.12526	0.72131	-1.55708	-1.08101	4.33760	10.12435
3.02000	0.12129	0.72325	-1.55020	-1.04859	4.39940	10.17101
3.02400	0.11732	0.72518	-1.54320	-1.01594	4.46138	10.21766
3.02800	0.11335	0.72710	-1.53610	-0.98306	4.52354	10.26432
3.03200	0.10937	0.72901	-1.52888	-0.94995	4.58587	10.31098
3.03600	0.10540	0.73090	-1.52155	-0.91660	4.64837	10.35763
3.04000	0.10142	0.73279	-1.51411	-0.88303	4.71105	10.40429
3.04400	0.09744	0.73466	-1.50655	-0.84922	4.77390	10.45094
3.04800	0.09346	0.73653	-1.49887	-0.81518	4.83692	10.49760
3.05200	0.08947	0.73838	-1.49108	-0.78090	4.90012	10.54426
3.05600	0.08549	0.74023	-1.48318	-0.74639	4.96349	10.59091
3.06000	0.08150	0.74206	-1.47516	-0.71165	5.02703	10.63757
3.06400	0.07751	0.74388	-1.46702	-0.67667	5.09074	10.68422
3.06800	0.07353	0.74569	-1.45876	-0.64146	5.15462	10.73088
3.07200	0.06954	0.74749	-1.45039	-0.60602	5.21868	10.77754
3.07600	0.06555	0.74928	-1.44190	-0.57034	5.28291	10.82419
3.08000	0.06155	0.75105	-1.43329	-0.53442	5.34730	10.87085
3.08400	0.05756	0.75282	-1.42457	-0.49827	5.41187	10.91750
3.08800	0.05357	0.75458	-1.41572	-0.46189	5.47661	10.96416
3.09200	0.04957	0.75632	-1.40675	-0.42527	5.54151	11.01082
3.09600	0.04558	0.75805	-1.39767	-0.38841	5.60659	11.05747
3.10000	0.04158	0.75977	-1.38846	-0.35132	5.67183	11.10413
3.10400	0.03758	0.76148	-1.37913	-0.31399	5.73725	11.15078
3.10800	0.03359	0.76318	-1.36968	-0.27643	5.80283	11.19744
3.11200	0.02959	0.76487	-1.36011	-0.23863	5.86858	11.24410
3.11600	0.02559	0.76655	-1.35042	-0.20059	5.93449	11.29075
3.12000	0.02159	0.76821	-1.34060	-0.16232	6.00057	11.33741
3.12400	0.01759	0.76987	-1.33066	-0.12381	6.06682	11.38406
3.12800	0.01359	0.77151	-1.32060	-0.08506	6.13324	11.43072
3.13200	0.00959	0.77314	-1.31041	-0.04608	6.19982	11.47738
3.13600	0.00559	0.77476	-1.30010	-0.00685	6.26656	11.52403
3.14000	0.00159	0.77637	-1.28967	0.03261	6.33347	11.57069
3.14400	-0.00241	0.77796	-1.27911	0.07230	6.40055	11.61734
3.14800	-0.00641	0.77955	-1.26842	0.11224	6.46779	11.66400
3.15200	-0.01041	0.78112	-1.25761	0.15241	6.53519	11.71066
3.15600	-0.01441	0.78268	-1.24667	0.19282	6.60276	11.75731
3.16000	-0.01841	0.78423	-1.23560	0.23347	6.67049	11.80397
3.16400	-0.02241	0.78577	-1.22441	0.27435	6.73838	11.85062
3.16800	-0.02640	0.78730	-1.21309	0.31548	6.80643	11.89728
3.17200	-0.03040	0.78881	-1.20164	0.35684	6.87464	11.94394
3.17600	-0.03440	0.79031	-1.19007	0.39844	6.94302	11.99059
3.18000	-0.03840	0.79180	-1.17836	0.44028	7.01155	12.03725
3.18400	-0.04239	0.79328	-1.16653	0.48236	7.08025	12.08390
3.18800	-0.04639	0.79475	-1.15457	0.52468	7.14911	12.13056
3.19200	-0.05039	0.79620	-1.14248	0.56723	7.21812	12.17722
3.19600	-0.05438	0.79765	-1.13025	0.61002	7.28729	12.22387
3.20000	-0.05837	0.79908	-1.11790	0.65306	7.35662	12.27053
3.20400	-0.06237	0.80050	-1.10542	0.69633	7.42611	12.31718
3.20800	-0.06636	0.80190	-1.09280	0.73984	7.49576	12.36384
3.21200	-0.07035	0.80330	-1.08005	0.78358	7.56556	12.41050
3.21600	-0.07434	0.80468	-1.06718	0.82757	7.63552	12.45715
3.22000	-0.07833	0.80605	-1.05417	0.87180	7.70563	12.50381
3.22400	-0.08231	0.80741	-1.04102	0.91626	7.77590	12.55046
3.22800	-0.08630	0.80876	-1.02775	0.96096	7.84633	12.59712
3.23200	-0.09028	0.81009	-1.01434	1.00590	7.91691	12.64378
3.23600	-0.09427	0.81141	-1.00080	1.05108	7.98764	12.69043
3.24000	-0.09825	0.81272	-0.98712	1.09650	8.05852	12.73709
3.24400	-0.10223	0.81402	-0.97331	1.14215	8.12956	12.78374
3.24800	-0.10621	0.81530	-0.95937	1.18805	8.20074	12.83040
3.25200	-0.11018	0.81657	-0.94529	1.23418	8.27208	12.87706
3.25600	-0.11416	0.81784	-0.93107	1.28055	8.34357	12.92371
3.26000	-0.11813	0.81908	-0.91672	1.32716	8.41521	12.97037
3.26400	-0.12210	0.82032	-0.90224	1.37400	8.48700	13.01702
3.26800	-0.12607	0.82154	-0.88762	1.42108	8.55893	13.06368
3.27200	-0.13004	0.82275	-0.87286	1.46840	8.63102	13.11034
3.27600	-0.13400	0.82395	-0.85797	1.51596	8.70325	13.15699
3.28000	-0.13797	0.82513	-0.84294	1.56375	8.77563	13.20365
3.28400	-0.14193	0.82631	-0.82778	1.61178	8.84815	13.25030
3.28800	-0.14588	0.82747	-0.81247	1.66005	8.92082	13.29696
3.29200	-0.14984	0.82861	-0.79703	1.70856	8.99363	13.34362
3.29600	-0.15379	0.82975	-0.78145	1.75729	9.06659	13.39027
3.30000	-0.15775	0.83087	-0.76574	1.80627	9.13969	13.43693
3.30400	-0.16169	0.83198	-0.74989	1.85548	9.21293	13.48358
3.30800	-0.16564	0.83308	-0.73389	1.90493	9.28632	13.53024
3.31200	-0.16958	0.83416	-0.71776	1.95461	9.35984	13.57690
3.31600	-0.17352	0.83523	-0.70150	2.00453	9.43351	13.62355
3.32000	-0.17746	0.83629	-0.68509	2.05468	9.50731	13.67021
3.32400	-0.18140	0.83734	-0.66854	2.10506	9.58125	13.71686
3.32800	-0.18533	0.83837	-0.65186	2.15568	9.65533	13.76352
3.33200	-0.18926	0.83939	-0.63503	2.20653	9.72955	13.81018
3.33600	-0.19319	0.84040	-0.61807	2.25761	9.80390	13.85683
3.34000	-0.19711	0.84139	-0.60097	2.30893	9.87838	13.90349
3.34400	-0.20103	0.84237	-0.58373	2.36048	9.95300	13.95014
3.34800	-0.20494	0.84334	-0.56634	2.41226	10.02776	13.99680
3.35200	-0.20886	0.84430	-0.54882	2.46427	10.10264	14.04346
3.35600	-0.21277	0.84524	-0.53116	2.51651	10.17766	14.09011
3.36000	-0.21668	0.84617	-0.51336	2.56898	10.25280	14.13677
3.36400	-0.22058	0.84709	-0.49542	2.62168	10.32808	14.18342
3.36800	-0.22448	0.84799	-0.47734	2.67461	10.40348	14.23008
3.37200	-0.22837	0.84888	-0.45912	2.72777	10.47901	14.27674
3.37600	-0.23227	0.84976	-0.44075	2.78115	10.55466	14.32339
3.38000	-0.23616	0.85062	-0.42225	2.83476	10.63044	14.37005
3.38400	-0.24004	0.85148	-0.40361	2.88860	10.70634	14.41670
3.38800	-0.24392	0.85232	-0.38483	2.94267	10.78236	14.46336
3.39200	-0.24780	0.85314	-0.36590	2.99695	10.85851	14.51002
3.39600	-0.25167	0.85395	-0.34684	3.05147	10.93477	14.55667
3.40000	-0.25554	0.85475	-0.32764	3.10620	11.01115	14.60333
3.40400	-0.25941	0.85554	-0.30830	3.16116	11.08765	14.64998
3.40800	-0.26327	0.85631	-0.28881	3.21634	11.16426	14.69664
3.41200	-0.26712	0.85707	-0.26919	3.27173	11.24099	14.74330
3.41600	-0.27098	0.85782	-0.24943	3.32735	11.31783	14.78995
3.42000	-0.27482	0.85855	-0.22953	3.38319	11.39478	14.83661
3.42400	-0.27867	0.85927	-0.20949	3.43924	11.47184	14.88326
3.42800	-0.28251	0.85998	-0.18931	3.49551	11.54900	14.92992
3.43200	-0.28634	0.86067	-0.16899	3.55200	11.62628	14.97658
3.43600	-0.29017	0.86135	-0.14853	3.60870	11.70365	15.02323
3.44000	-0.29400	0.86202	-0.12793	3.66561	11.78113	15.06989
3.44400	-0.29782	0.86267	-0.10720	3.72273	11.85871	15.11654
3.44800	-0.30164	0.86331	-0.08633	3.78007	11.93639	15.16320
3.45200	-0.30545	0.86394	-0.06532	3.83761	12.01416	15.20986
3.45600	-0.30925	0.86455	-0.04417	3.89536	12.09203	15.25651
3.46000	-0.31305	0.86515	-0.02289	3.95331	12.16998	15.30317
3.46400	-0.31685	0.86574	-0.00147	4.01147	12.24803	15.34982
3.46800	-0.32064	0.86631	0.02009	4.06983	12.32617	15.39648
3.47200	-0.32443	0.86687	0.04178	4.12839	12.40439	15.44314
3.47600	-0.32821	0.86742	0.06361	4.18715	12.48269	15.48979
3.48000	-0.33199	0.86795	0.08557	4.24611	12.56107	15.53645
3.48400	-0.33576	0.86847	0.10767	4.30526	12.63953	15.58310
3.48800	-0.33952	0.86898	0.12990	4.36460	12.71806	15.62976
3.49200	-0.34328	0.86947	0.15226	4.42413	12.79666	15.67642
3.49600	-0.34703	0.86995	0.17475	4.48385	12.87532	15.72307
3.50000	-0.35078	0.87041	0.19738	4.54376	12.95405	15.76973
3.50400	-0.35453	0.87087	0.22013	4.60384	13.03284	15.81638
3.50800	-0.35826	0.87130	0.24301	4.66411	13.11168	15.86304
3.51200	-0.36200	0.87173	0.26603	4.72455	13.19057	15.90970
3.51600	-0.36572	0.87214	0.28917	4.78517	13.26951	15.95635
3.52000	-0.36944	0.87254	0.31243	4.84596	13.34849	16.00301
3.52400	-0.37316	0.87292	0.33582	4.90691	13.42750	16.04966
3.52800	-0.37686	0.87329	0.35934	4.96802	13.50655	16.09632
3.53200	-0.38057	0.87365	0.38297	5.02929	13.58562	16.14298
3.53600	-0.38426	0.87400	0.40673	5.09072	13.66471	16.18963
3.54000	-0.38795	0.87433	0.43061	5.15230	13.74380	16.23629
3.54400	-0.39163	0.87464	0.45460	5.21401	13.82290	16.28294
3.54800	-0.39531	0.87494	0.47871	5.27587	13.90200	16.32960
3.55200	-0.39898	0.87523	0.50293	5.33786	13.98107	16.37626
3.55600	-0.40265	0.87551	0.52727	5.39997	14.06013	16.42291
3.56000	-0.40631	0.87577	0.55171	5.46220	14.13914	16.46957
3.56400	-0.40996	0.87602	0.57626	5.52454	14.21810	16.51622
3.56800	-0.41360	0.87626	0.60091	5.58698	14.29700	16.56288
3.57200	-0.41724	0.87648	0.62566	5.64951	14.37582	16.60954
3.57600	-0.42087	0.87668	0.65051	5.71212	14.45453	16.65619
3.58000	-0.42450	0.87688	0.67545	5.77479	14.53311	16.70285
3.58400	-0.42812	0.87706	0.70048	5.83752	14.61154	16.74950
3.58800	-0.43173	0.87722	0.72558	5.90027	14.68978	16.79616
3.59200	-0.43533	0.87738	0.75077	5.96303	14.76779	16.84282
3.59600	-0.43893	0.87752	0.77602	6.02577	14.84551	16.88947
3.60000	-0.44252	0.87764	0.80132	6.08845	14.92285	16.93613
3.60400	-0.44610	0.87775	0.82667	6.15102	14.99971	16.98278
3.60800	-0.44968	0.87785	0.85204	6.21339	15.07589	17.02944
3.61200	-0.45325	0.87794	0.87740	6.27543	15.15096	17.07610
3.61600	-0.45681	0.87801	0.90265	6.33640	15.22190	17.12275
3.62000	-0.46037	0.87806	0.92774	6.39587	15.28352	17.07610
3.62400	-0.46391	0.87811	0.95281	6.45492	15.34363	17.02944
3.62800	-0.46745	0.87814	0.97789	6.51372	15.40268	16.98278
3.63200	-0.47099	0.87815	1.00300	6.57233	15.46087	16.93613
3.63600	-0.47451	0.87815	1.02815	6.63080	15.51830	16.88947
3.64000	-0.47803	0.87814	1.05335	6.68917	15.57507	16.84282
3.64400	-0.48154	0.87812	1.07860	6.74744	15.63122	16.79616
3.64800	-0.48504	0.87808	1.10391	6.80566	15.68680	16.74950
3.65200	-0.48853	0.87802	1.12928	6.86382	15.74184	16.70285
3.65600	-0.49202	0.87796	1.15473	6.92195	15.79638	16.65619
3.66000	-0.49550	0.87788	1.18024	6.98004	15.85042	16.60954
3.66400	-0.49897	0.87778	1.20583	7.03812	15.90400	16.56288
3.66800	-0.50243	0.87767	1.23150	7.09618	15.95713	16.51622
3.67200	-0.50588	0.87755	1.25725	7.15423	16.00982	16.46957
3.67600	-0.50933	0.87742	1.28308	7.21229	16.06208	16.42291
3.68000	-0.51277	0.87727	1.30900	7.27034	16.11393	16.37626
3.68400	-0.51620	0.87711	1.33500	7.32841	16.16538	16.32960
3.68800	-0.51962	0.87693	1.36109	7.38648	16.21643	16.28294
3.69200	-0.52303	0.87674	1.38727	7.44457	16.26709	16.23629
3.69600	-0.52644	0.87653	1.41354	7.50267	16.31738	16.18963
3.70000	-0.52984	0.87632	1.43991	7.56080	16.36729	16.14298
3.70400	-0.53322	0.87608	1.46636	7.61894	16.41684	16.09632
3.70800	-0.53660	0.87584	1.49291	7.67711	16.46602	16.04966
3.71200	-0.53997	0.87558	1.51956	7.73530	16.51485	16.00301
3.71600	-0.54334	0.87531	1.54630	7.79352	16.56333	15.95635
3.72000	-0.54669	0.87502	1.57315	7.85177	16.61145	15.90970
3.72400	-0.55004	0.87472	1.60009	7.91005	16.65924	15.86304
3.72800	-0.55337	0.87441	1.62713	7.96836	16.70669	15.81638
3.73200	-0.55670	0.87408	1.65427	8.02670	16.75380	15.76973
3.73600	-0.56002	0.87374	1.68151	8.08507	16.80058	15.72307
3.74000	-0.56333	0.87338	1.70885	8.14348	16.84703	15.67642
3.74400	-0.56663	0.87301	1.73629	8.20191	16.89316	15.62976
3.74800	-0.56992	0.87263	1.76384	8.26039	16.93896	15.58310
3.75200	-0.57320	0.87223	1.79150	8.31890	16.98444	15.53645
3.75600	-0.57647	0.87182	1.81925	8.37744	17.02960	15.48979
3.76000	-0.57974	0.87140	1.84711	8.43602	17.07445	15.44314
3.76400	-0.58299	0.87096	1.87508	8.49463	17.11899	15.39648
3.76800	-0.58624	0.87051	1.90316	8.55328	17.16321	15.34982
3.77200	-0.58947	0.87005	1.93134	8.61197	17.20713	15.30317
3.77600	-0.59270	0.86957	1.95962	8.67069	17.25074	15.25651
3.78000	-0.59592	0.86908	1.98802	8.72945	17.29405	15.20986
3.78400	-0.59912	0.86857	2.01652	8.78825	17.33705	15.16320
3.78800	-0.60232	0.86805	2.04514	8.84708	17.37975	15.11654
3.79200	-0.60551	0.86752	2.07386	8.90595	17.42215	15.06989
3.79600	-0.60869	0.86697	2.10269	8.96485	17.46426	15.02323
3.80000	-0.61186	0.86641	2.13163	9.02379	17.50606	14.97658
3.80400	-0.61502	0.86584	2.16068	9.08277	17.54758	14.92992
3.80800	-0.61817	0.86525	2.18984	9.14178	17.58880	14.88326
3.81200	-0.62131	0.86465	2.21911	9.20083	17.62972	14.83661
3.81600	-0.62443	0.86404	2.24849	9.25991	17.67036	14.78995
3.82000	-0.62755	0.86341	2.27799	9.31903	17.71071	14.74330
3.82400	-0.63066	0.86276	2.30759	9.37818	17.75077	14.69664
3.82800	-0.63376	0.86211	2.33731	9.43737	17.79054	14.64998
3.83200	-0.63685	0.86144	2.36714	9.49659	17.83003	14.60333
3.83600	-0.63993	0.86076	2.39708	9.55585	17.86923	14.55667
3.84000	-0.64300	0.86006	2.42713	9.61513	17.90815	14.51002
3.84400	-0.64606	0.85935	2.45730	9.67445	17.94678	14.46336
3.84800	-0.64911	0.85863	2.48758	9.73381	17.98514	14.41670
3.85200	-0.65214	0.85789	2.51798	9.79319	18.02321	14.37005
3.85600	-0.65517	0.85714	2.54849	9.85261	18.06101	14.32339
3.86000	-0.65819	0.85638	2.57911	9.91205	18.09852	14.27674
3.86400	-0.66119	0.85560	2.60984	9.97153	18.13576	14.23008
3.86800	-0.66419	0.85481	2.64070	10.03104	18.17272	14.18342
3.87200	-0.66717	0.85400	2.67166	10.09058	18.20941	14.13677
3.87600	-0.67015	0.85319	2.70274	10.15014	18.24582	14.09011
3.88000	-0.67311	0.85236	2.73393	10.20974	18.28195	14.04346
3.88400	-0.67606	0.85151	2.76524	10.26936	18.31782	13.99680
3.88800	-0.67901	0.85065	2.79667	10.32901	18.35340	13.95014
3.89200	-0.68194	0.84978	2.82821	10.38868	18.38872	13.90349
3.89600	-0.68486	0.84890	2.85986	10.44838	18.42377	13.85683
3.90000	-0.68777	0.84800	2.89163	10.50811	18.45854	13.81018
3.90400	-0.69066	0.84709	2.92352	10.56786	18.49305	13.76352
3.90800	-0.69355	0.84616	2.95552	10.62764	18.52728	13.71686
3.91200	-0.69643	0.84522	2.98763	10.68744	18.56125	13.67021
3.91600	-0.69929	0.84427	3.01987	10.74726	18.59495	13.62355
3.92000	-0.70215	0.84331	3.05221	10.80710	18.62838	13.57690
3.92400	-0.70499	0.84233	3.08468	10.86697	18.66154	13.53024
3.92800	-0.70782	0.84134	3.11726	10.92686	18.69444	13.48358
3.93200	-0.71064	0.84033	3.14995	10.98677	18.72708	13.43693
3.93600	-0.71345	0.83931	3.18277	11.04669	18.75944	13.39027
3.94000	-0.71625	0.83828	3.21570	11.10664	18.79155	13.34362
3.94400	-0.71903	0.83724	3.24874	11.16661	18.82339	13.29696
3.94800	-0.72181	0.83618	3.28190	11.22659	18.85496	13.25030
3.95200	-0.72457	0.83511	3.31518	11.28659	18.88628	13.20365
3.95600	-0.72732	0.83402	3.34857	11.34660	18.91733	13.15699
3.96000	-0.73006	0.83293	3.38209	11.40663	18.94812	13.11034
3.96400	-0.73279	0.83181	3.41571	11.46668	18.97864	13.06368
3.96800	-0.73550	0.83069	3.44946	11.52674	19.00891	13.01702
3.97200	-0.73821	0.82955	3.48332	11.58681	19.03892	12.97037
3.97600	-0.74090	0.82840	3.51729	11.64690	19.06866	12.92371
3.98000	-0.74358	0.82724	3.55139	11.70700	19.09815	12.87706
3.98400	-0.74625	0.82606	3.58559	11.76711	19.12738	12.83040
3.98800	-0.74890	0.82488	3.61992	11.82723	19.15635	12.78374
3.99200	-0.75155	0.82367	3.65436	11.88736	19.18506	12.73709
3.99600	-0.75418	0.82246	3.68892	11.94750	19.21351	12.69043
4.00000	-0.75680	0.82123	3.72360	12.00764	19.24171	12.64378
4.00400	-0.75941	0.81999	3.75839	12.06780	19.26964	12.59712
4.00800	-0.76201	0.81873	3.79330	12.12796	19.29733	12.55046
4.01200	-0.76459	0.81747	3.82832	12.18812	19.32475	12.50381
4.01600	-0.76716	0.81619	3.86346	12.24830	19.35192	12.45715
4.02000	-0.76972	0.81489	3.89872	12.30847	19.37884	12.41050
4.02400	-0.77227	0.81359	3.93409	12.36865	19.40550	12.36384
4.02800	-0.77481	0.81227	3.96958	12.42883	19.43190	12.31718
4.03200	-0.77733	0.81094	4.00518	12.48902	19.45805	12.27053
4.03600	-0.77984	0.80959	4.04090	12.54921	19.48395	12.22387
4.04000	-0.78234	0.80824	4.07674	12.60939	19.50959	12.17722
4.04400	-0.78482	0.80687	4.11269	12.66958	19.53498	12.13056
4.04800	-0.78729	0.80548	4.14876	12.72977	19.56012	12.08390
4.05200	-0.78975	0.80409	4.18494	12.78995	19.58501	12.03725
4.05600	-0.79220	0.80268	4.22124	12.85013	19.60964	11.99059
4.06000	-0.79464	0.80126	4.25766	12.91031	19.63402	11.94394
4.06400	-0.79706	0.79982	4.29419	12.97048	19.65815	11.89728
4.06800	-0.79947	0.79838	4.33083	13.03065	19.68202	11.85062
4.07200	-0.80186	0.79692	4.36759	13.09081	19.70565	11.80397
4.07600	-0.80425	0.79545	4.40447	13.15097	19.72903	11.75731
4.08000	-0.80662	0.79396	4.44146	13.21112	19.75215	11.71066
4.08400	-0.80898	0.79247	4.47857	13.27126	19.77503	11.66400
4.08800	-0.81132	0.79096	4.51579	13.33139	19.79765	11.61734
4.09200	-0.81365	0.78943	4.55312	13.39152	19.82003	11.57069
4.09600	-0.81597	0.78790	4.59057	13.45163	19.84216	11.52403
4.10000	-0.81828	0.78635	4.62813	13.51173	19.86403	11.47738
4.10400	-0.82057	0.78479	4.66581	13.57182	19.88566	11.43072
4.10800	-0.82285	0.78322	4.70360	13.63189	19.90705	11.38406
4.11200	-0.82512	0.78164	4.74151	13.69195	19.92818	11.33741
4.11600	-0.82737	0.78004	4.77953	13.75200	19.94906	11.29075
4.12000	-0.82961	0.77843	4.81766	13.81203	19.96970	11.24410
4.12400	-0.83184	0.77681	4.85591	13.87205	19.99009	11.19744
4.12800	-0.83405	0.77518	4.89427	13.93205	20.01023	11.15078
4.13200	-0.83625	0.77353	4.93274	13.99203	20.03013	11.10413
4.13600	-0.83844	0.77187	4.97133	14.05199	20.04978	11.05747
4.14000	-0.84061	0.77020	5.01003	14.11193	20.06918	11.01082
4.14400	-0.84277	0.76852	5.04884	14.17185	20.08834	10.96416
4.14800	-0.84492	0.76683	5.08777	14.23175	20.10725	10.91750
4.15200	-0.84705	0.76512	5.12680	14.29163	20.12592	10.87085
4.15600	-0.84917	0.76340	5.16595	14.35149	20.14434	10.82419
4.16000	-0.85127	0.76167	5.20521	14.41132	20.16251	10.77754
4.16400	-0.85337	0.75993	5.24459	14.47113	20.18044	10.73088
4.16800	-0.85544	0.75817	5.28407	14.53091	20.19813	10.68422
4.17200	-0.85751	0.75641	5.32367	14.59067	20.21557	10.63757
4.17600	-0.85956	0.75463	5.36337	14.65040	20.23277	10.59091
4.18000	-0.86160	0.75283	5.40319	14.71010	20.24972	10.54426
4.18400	-0.86362	0.75103	5.44312	14.76977	20.26643	10.49760
4.18800	-0.86563	0.74922	5.48316	14.82942	20.28290	10.45094
4.19200	-0.86763	0.74739	5.52331	14.88903	20.29912	10.40429
4.19600	-0.86961	0.74555	5.56357	14.94861	20.31510	10.35763
4.20000	-0.87158	0.74370	5.60394	15.00816	20.33083	10.31098
4.20400	-0.87353	0.74184	5.64442	15.06768	20.34633	10.26432
4.20800	-0.87547	0.73996	5.68501	15.12717	20.36158	10.21766
4.21200	-0.87740	0.73808	5.72571	15.18662	20.37659	10.17101
4.21600	-0.87931	0.73618	5.76651	15.24603	20.39135	10.12435
4.22000	-0.88121	0.73427	5.80743	15.30541	20.40588	10.07770
4.22400	-0.88309	0.73235	5.84845	15.36476	20.42016	10.03104
4.22800	-0.88496	0.73042	5.88959	15.42406	20.43420	9.98438
4.23200	-0.88682	0.72847	5.93083	15.48333	20.44800	9.93773
4.23600	-0.88866	0.72652	5.97218	15.54255	20.46156	9.89107
4.24000	-0.89048	0.72455	6.01363	15.60174	20.47488	9.84442
4.24400	-0.89230	0.72257	6.05520	15.66088	20.48796	9.79776
4.24800	-0.89410	0.72058	6.09687	15.71999	20.50079	9.75110
4.25200	-0.89588	0.71858	6.13865	15.77905	20.51339	9.70445
4.25600	-0.89765	0.71657	6.18053	15.83807	20.52575	9.65779
4.26000	-0.89941	0.71454	6.22252	15.89704	20.53786	9.61114
4.26400	-0.90115	0.71251	6.26462	15.95597	20.54974	9.56448
4.26800	-0.90287	0.71046	6.30682	16.01485	20.56137	9.51782
4.27200	-0.90459	0.70840	6.34913	16.07368	20.57277	9.47117
4.27600	-0.90628	0.70633	6.39155	16.13247	20.58393	9.42451
4.28000	-0.90797	0.70425	6.43407	16.19121	20.59485	9.37786
4.28400	-0.90964	0.70216	6.47669	16.24990	20.60553	9.33120
4.28800	-0.91129	0.70006	6.51942	16.30854	20.61597	9.28454
4.29200	-0.91293	0.69794	6.56225	16.36713	20.62617	9.23789
4.29600	-0.91456	0.69582	6.60518	16.42566	20.63613	9.19123
4.30000	-0.91617	0.69368	6.64822	16.48415	20.64586	9.14458
4.30400	-0.91776	0.69154	6.69137	16.54258	20.65534	9.09792
4.30800	-0.91934	0.68938	6.73461	16.60095	20.66459	9.05126
4.31200	-0.92091	0.68721	6.77796	16.65927	20.67360	9.00461
4.31600	-0.92246	0.68503	6.82141	16.71754	20.68238	8.95795
4.32000	-0.92400	0.68284	6.86496	16.77574	20.69091	8.91130
4.32400	-0.92552	0.68064	6.90862	16.83389	20.69921	8.86464
4.32800	-0.92703	0.67842	6.95237	16.89199	20.70727	8.81798
4.33200	-0.92852	0.67620	6.99623	16.95002	20.71510	8.77133
4.33600	-0.93000	0.67397	7.04019	17.00799	20.72269	8.72467
4.34000	-0.93146	0.67172	7.08425	17.06590	20.73004	8.67802
4.34400	-0.93291	0.66947	7.12840	17.12375	20.73715	8.63136
4.34800	-0.93434	0.66720	7.17266	17.18153	20.74403	8.58470
