Time	Ref	Planta	Derivada1
2.772000	0.361236	0.429547	-3.827767
2.776000	0.357503	0.425945	-3.893257
2.780000	0.353764	0.422336	-3.959000
2.784000	0.350020	0.418720	-4.024996
2.788000	0.346270	0.415097	-4.091243
2.792000	0.342515	0.411468	-4.157742
2.796000	0.338754	0.407833	-4.224491
2.800000	0.334988	0.404190	-4.291489
2.804000	0.331217	0.400542	-4.358736
2.808000	0.327440	0.396887	-4.426230
2.812000	0.323658	0.393225	-4.493971
2.816000	0.319870	0.389557	-4.561957
2.820000	0.316078	0.385883	-4.630187
2.824000	0.312281	0.382203	-4.698660
2.828000	0.308478	0.378517	-4.767376
2.832000	0.304671	0.374825	-4.836332
2.836000	0.300858	0.371126	-4.905528
2.840000	0.297041	0.367422	-4.974961
2.844000	0.293220	0.363712	-5.044632
2.848000	0.289393	0.359996	-5.114538
2.852000	0.285562	0.356274	-5.184678
2.856000	0.281726	0.352547	-5.255049
2.860000	0.277886	0.348814	-5.325652
2.864000	0.274041	0.345075	-5.396483
2.868000	0.270192	0.341331	-5.467541
2.872000	0.266339	0.337581	-5.538825
2.876000	0.262481	0.333826	-5.610331
2.880000	0.258619	0.330066	-5.682059
2.884000	0.254753	0.326300	-5.754006
2.888000	0.250883	0.322530	-5.826169
2.892000	0.247009	0.318754	-5.898546
2.896000	0.243131	0.314972	-5.971135
2.900000	0.239249	0.311186	-6.043933
2.904000	0.235364	0.307395	-6.116938
2.908000	0.231474	0.303599	-6.190145
2.912000	0.227581	0.299798	-6.263553
2.916000	0.223684	0.295992	-6.337158
2.920000	0.219784	0.292182	-6.410955
2.924000	0.215880	0.288367	-6.484943
2.928000	0.211972	0.284547	-6.559116
2.932000	0.208061	0.280723	-6.633470
2.936000	0.204147	0.276894	-6.708000
2.940000	0.200230	0.273061	-6.782703
2.944000	0.196309	0.269223	-6.857572
2.948000	0.192386	0.265381	-6.932601
2.952000	0.188459	0.261535	-7.007785
2.956000	0.184529	0.257685	-7.083117
2.960000	0.180596	0.253831	-7.158589
2.964000	0.176661	0.249972	-7.234194
2.968000	0.172722	0.246110	-7.309921
2.972000	0.168781	0.242243	-7.385761
2.976000	0.164837	0.238373	-7.461703
2.980000	0.160890	0.234499	-7.537733
2.984000	0.156941	0.230621	-7.613836
2.988000	0.152989	0.226739	-7.689996
2.992000	0.149035	0.222854	-7.766190
2.996000	0.145079	0.218965	-7.842393
3.000000	0.141120	0.215073	-7.918572
3.004000	0.137159	0.211177	-7.994685
3.008000	0.133196	0.207278	-8.070668
3.012000	0.129230	0.203376	-8.146424
3.016000	0.125263	0.199470	-8.221743
3.020000	0.121293	0.195561	-8.295087
3.024000	0.117322	0.191649	-8.367669
3.028000	0.113349	0.187734	-8.439878
3.032000	0.109373	0.183816	-8.511844
3.036000	0.105397	0.179895	-8.583635
3.040000	0.101418	0.175971	-8.655297
3.044000	0.097438	0.172045	-8.726861
3.048000	0.093456	0.168115	-8.798351
3.052000	0.089473	0.164183	-8.869785
3.056000	0.085488	0.160248	-8.941179
3.060000	0.081502	0.156311	-9.012546
3.064000	0.077515	0.152371	-9.083894
3.068000	0.073526	0.148429	-9.155233
3.072000	0.069536	0.144484	-9.226571
3.076000	0.065546	0.140537	-9.297913
3.080000	0.061554	0.136588	-9.369266
3.084000	0.057561	0.132637	-9.440634
3.088000	0.053567	0.128683	-9.512022
3.092000	0.049572	0.124728	-9.583433
3.096000	0.045577	0.120770	-9.654870
3.100000	0.041581	0.116811	-9.726338
3.104000	0.037584	0.112849	-9.797837
3.108000	0.033586	0.108886	-9.869372
3.112000	0.029588	0.104921	-9.940943
3.116000	0.025590	0.100955	-10.012553
3.120000	0.021591	0.096987	-10.084204
3.124000	0.017592	0.093017	-10.155896
3.128000	0.013592	0.089046	-10.227632
3.132000	0.009593	0.085073	-10.299413
3.136000	0.005593	0.081099	-10.371239
3.140000	0.001593	0.077124	-10.443111
3.144000	-0.002407	0.073147	-10.515031
3.148000	-0.006407	0.069169	-10.587000
3.152000	-0.010407	0.065191	-10.659017
3.156000	-0.014407	0.061211	-10.731083
3.160000	-0.018406	0.057230	-10.803199
3.164000	-0.022405	0.053248	-10.875365
3.168000	-0.026404	0.049265	-10.947582
3.172000	-0.030403	0.045282	-11.019850
3.176000	-0.034401	0.041298	-11.092169
3.180000	-0.038398	0.037313	-11.164539
3.184000	-0.042395	0.033328	-11.236960
3.188000	-0.046391	0.029342	-11.309432
3.192000	-0.050386	0.025355	-11.381956
3.196000	-0.054381	0.021369	-11.454532
3.200000	-0.058374	0.017382	-11.527158
3.204000	-0.062367	0.013394	-11.599836
3.208000	-0.066359	0.009406	-11.672565
3.212000	-0.070349	0.005419	-11.745345
3.216000	-0.074339	0.001431	-11.818175
3.220000	-0.078327	-0.002557	-11.891056
3.224000	-0.082314	-0.006545	-11.963987
3.228000	-0.086300	-0.010533	-12.036968
3.232000	-0.090284	-0.014520	-12.109998
3.236000	-0.094267	-0.018508	-12.183078
3.240000	-0.098249	-0.022495	-12.256207
3.244000	-0.102228	-0.026481	-12.329384
3.248000	-0.106207	-0.030468	-12.402609
3.252000	-0.110183	-0.034453	-12.475882
3.256000	-0.114158	-0.038439	-12.549202
3.260000	-0.118131	-0.042423	-12.622569
3.264000	-0.122102	-0.046407	-12.695983
3.268000	-0.126071	-0.050390	-12.769442
3.272000	-0.130038	-0.054373	-12.842946
3.276000	-0.134003	-0.058354	-12.916496
3.280000	-0.137966	-0.062335	-12.990089
3.284000	-0.141927	-0.066314	-13.063727
3.288000	-0.145885	-0.070293	-13.137408
3.292000	-0.149841	-0.074270	-13.211131
3.296000	-0.153795	-0.078247	-13.284897
3.300000	-0.157746	-0.082222	-13.358704
3.304000	-0.161694	-0.086195	-13.432551
3.308000	-0.165640	-0.090167	-13.506440
3.312000	-0.169584	-0.094138	-13.580367
3.316000	-0.173525	-0.098108	-13.654334
3.320000	-0.177462	-0.102075	-13.728340
3.324000	-0.181398	-0.106041	-13.802383
3.328000	-0.185330	-0.110006	-13.876463
3.332000	-0.189259	-0.113968	-13.950580
3.336000	-0.193185	-0.117929	-14.024732
3.340000	-0.197108	-0.121888	-14.098920
3.344000	-0.201028	-0.125845	-14.173142
3.348000	-0.204945	-0.129800	-14.247398
3.352000	-0.208858	-0.133753	-14.321687
3.356000	-0.212768	-0.137704	-14.396008
3.360000	-0.216675	-0.141652	-14.470361
3.364000	-0.220578	-0.145599	-14.544744
3.368000	-0.224478	-0.149543	-14.619158
3.372000	-0.228374	-0.153484	-14.693602
3.376000	-0.232267	-0.157423	-14.768074
3.380000	-0.236155	-0.161360	-14.842575
3.384000	-0.240040	-0.165294	-14.917102
3.388000	-0.243921	-0.169225	-14.991656
3.392000	-0.247799	-0.173154	-15.066236
3.396000	-0.251672	-0.177080	-15.140841
3.400000	-0.255541	-0.181003	-15.215471
3.404000	-0.259406	-0.184923	-15.290124
3.408000	-0.263267	-0.188840	-15.364799
3.412000	-0.267124	-0.192755	-15.439497
3.416000	-0.270977	-0.196666	-15.514216
3.420000	-0.274825	-0.200574	-15.588955
3.424000	-0.278668	-0.204478	-15.663715
3.428000	-0.282508	-0.208380	-15.738493
3.432000	-0.286343	-0.212278	-15.813289
3.436000	-0.290173	-0.216173	-15.888102
3.440000	-0.293998	-0.220064	-15.962932
3.444000	-0.297819	-0.223952	-16.037778
3.448000	-0.301635	-0.227836	-16.112639
3.452000	-0.305447	-0.231716	-16.187514
3.456000	-0.309253	-0.235593	-16.262402
3.460000	-0.313054	-0.239466	-16.337303
3.464000	-0.316851	-0.243336	-16.412215
3.468000	-0.320642	-0.247201	-16.487139
3.472000	-0.324428	-0.251062	-16.562073
3.476000	-0.328209	-0.254920	-16.637016
3.480000	-0.331985	-0.258773	-16.711967
3.484000	-0.335756	-0.262622	-16.786926
3.488000	-0.339521	-0.266467	-16.861893
3.492000	-0.343280	-0.270308	-16.936865
3.496000	-0.347035	-0.274144	-17.011842
3.500000	-0.350783	-0.277976	-17.086824
3.504000	-0.354526	-0.281803	-17.161809
3.508000	-0.358264	-0.285626	-17.236798
3.512000	-0.361995	-0.289445	-17.311788
3.516000	-0.365721	-0.293259	-17.386779
3.520000	-0.369441	-0.297068	-17.461771
3.524000	-0.373155	-0.300872	-17.536762
3.528000	-0.376863	-0.304672	-17.611751
3.532000	-0.380565	-0.308466	-17.686739
3.536000	-0.384261	-0.312256	-17.761723
3.540000	-0.387951	-0.316041	-17.836703
3.544000	-0.391635	-0.319821	-17.911679
3.548000	-0.395312	-0.323595	-17.986649
3.552000	-0.398983	-0.327365	-18.061613
3.556000	-0.402648	-0.331129	-18.136569
3.560000	-0.406306	-0.334888	-18.211518
3.564000	-0.409957	-0.338641	-18.286457
3.568000	-0.413603	-0.342389	-18.361387
3.572000	-0.417241	-0.346132	-18.436306
3.576000	-0.420873	-0.349869	-18.511213
3.580000	-0.424498	-0.353600	-18.586108
3.584000	-0.428116	-0.357326	-18.660990
3.588000	-0.431728	-0.361046	-18.735858
3.592000	-0.435332	-0.364760	-18.810712
3.596000	-0.438930	-0.368469	-18.885549
3.600000	-0.442520	-0.372171	-18.960370
3.604000	-0.446104	-0.375868	-19.035173
3.608000	-0.449680	-0.379559	-19.109958
3.612000	-0.453249	-0.383243	-19.184724
3.616000	-0.456811	-0.386922	-19.259470
3.620000	-0.460366	-0.390594	-19.334196
3.624000	-0.463913	-0.394260	-19.408899
3.628000	-0.467453	-0.397919	-19.483580
3.632000	-0.470985	-0.401573	-19.558238
3.636000	-0.474510	-0.405220	-19.632871
3.640000	-0.478027	-0.408860	-19.707479
3.644000	-0.481537	-0.412494	-19.782061
3.648000	-0.485039	-0.416121	-19.856617
3.652000	-0.488533	-0.419742	-19.931144
3.656000	-0.492019	-0.423356	-20.005644
3.660000	-0.495497	-0.426963	-20.080113
3.664000	-0.498968	-0.430563	-20.154553
3.668000	-0.502430	-0.434156	-20.228961
3.672000	-0.505885	-0.437743	-20.303338
3.676000	-0.509331	-0.441322	-20.377681
3.680000	-0.512769	-0.444894	-20.451991
3.684000	-0.516199	-0.448460	-20.526266
3.688000	-0.519621	-0.452018	-20.600506
3.692000	-0.523034	-0.455569	-20.674710
3.696000	-0.526440	-0.459112	-20.748876
3.700000	-0.529836	-0.462648	-20.823005
3.704000	-0.533224	-0.466177	-20.897094
3.708000	-0.536604	-0.469698	-20.971144
3.712000	-0.539975	-0.473212	-21.045154
3.716000	-0.543337	-0.476719	-21.119121
3.720000	-0.546691	-0.480217	-21.193047
3.724000	-0.550036	-0.483708	-21.266929
3.728000	-0.553372	-0.487191	-21.340768
3.732000	-0.556699	-0.490667	-21.414561
3.736000	-0.560018	-0.494134	-21.488309
3.740000	-0.563327	-0.497594	-21.562010
3.744000	-0.566628	-0.501046	-21.635664
3.748000	-0.569919	-0.504489	-21.709269
3.752000	-0.573201	-0.507925	-21.782825
3.756000	-0.576474	-0.511352	-21.856332
3.760000	-0.579738	-0.514772	-21.929787
3.764000	-0.582993	-0.518183	-22.003190
3.768000	-0.586238	-0.521585	-22.076541
3.772000	-0.589474	-0.524980	-22.149838
3.776000	-0.592700	-0.528366	-22.223081
3.780000	-0.595917	-0.531743	-22.296269
3.784000	-0.599125	-0.535113	-22.369400
3.788000	-0.602322	-0.538473	-22.442475
3.792000	-0.605511	-0.541825	-22.515492
3.796000	-0.608689	-0.545168	-22.588450
3.800000	-0.611858	-0.548503	-22.661349
3.804000	-0.615017	-0.551828	-22.734187
3.808000	-0.618166	-0.555145	-22.806964
3.812000	-0.621305	-0.558453	-22.879679
3.816000	-0.624435	-0.561752	-22.952331
3.820000	-0.627554	-0.565042	-23.024919
3.824000	-0.630663	-0.568323	-23.097442
3.828000	-0.633762	-0.571595	-23.169900
3.832000	-0.636851	-0.574858	-23.242292
3.836000	-0.639930	-0.578112	-23.314616
3.840000	-0.642999	-0.581356	-23.386872
3.844000	-0.646057	-0.584591	-23.459059
3.848000	-0.649105	-0.587817	-23.531176
3.852000	-0.652143	-0.591033	-23.603223
3.856000	-0.655170	-0.594240	-23.675198
3.860000	-0.658186	-0.597437	-23.747100
3.864000	-0.661193	-0.600625	-23.818930
3.868000	-0.664188	-0.603803	-23.890685
3.872000	-0.667173	-0.606972	-23.962365
3.876000	-0.670147	-0.610130	-24.033970
3.880000	-0.673111	-0.613280	-24.105497
3.884000	-0.676064	-0.616419	-24.176947
3.888000	-0.679006	-0.619548	-24.248319
3.892000	-0.681937	-0.622667	-24.319611
3.896000	-0.684857	-0.625777	-24.390824
3.900000	-0.687766	-0.628876	-24.461955
3.904000	-0.690664	-0.631966	-24.533004
3.908000	-0.693552	-0.635045	-24.603971
3.912000	-0.696428	-0.638114	-24.674854
3.916000	-0.699293	-0.641173	-24.745653
3.920000	-0.702146	-0.644222	-24.816367
3.924000	-0.704989	-0.647260	-24.886994
3.928000	-0.707820	-0.650288	-24.957535
3.932000	-0.710640	-0.653306	-25.027987
3.936000	-0.713448	-0.656313	-25.098351
3.940000	-0.716246	-0.659310	-25.168626
3.944000	-0.719031	-0.662296	-25.238810
3.948000	-0.721805	-0.665271	-25.308903
3.952000	-0.724568	-0.668236	-25.378904
3.956000	-0.727319	-0.671190	-25.448812
3.960000	-0.730058	-0.674133	-25.518626
3.964000	-0.732786	-0.677066	-25.588346
3.968000	-0.735502	-0.679988	-25.657970
3.972000	-0.738206	-0.682899	-25.727497
3.976000	-0.740899	-0.685799	-25.796928
3.980000	-0.743579	-0.688688	-25.866260
3.984000	-0.746248	-0.691566	-25.935494
3.988000	-0.748904	-0.694433	-26.004628
3.992000	-0.751549	-0.697289	-26.073661
3.996000	-0.754182	-0.700133	-26.142593
